Hydrogen_Bonds
0.820890411
0.814666667
0.854715026
0.792648649
0.766614583
0.752010582
0.707210526
0.649301075
0.64657754
0.615621622
0.577802198
0.979894737
0.97
0.974635193
0.876747573
0.816263158
0.786230366
0.763149171
0.706536313
0.696162162
0.680446927
0.651405405
1.039638989
0.99172
0.915
0.982614108
1.00077551
0.967938596
0.871190476
0.796009852
0.733247423
0.652051282
0.588156425
1.059452555
1.188707865
0.987392857
0.863899083
0.753696682
0.736635071
0.679473684
1.253287671
1.246325967
1.32856492
1.193333333
1.174057592
0.917553957
0.814043321
0.706746575
0.655152542
0.648294314
1.298269663
1.304722838
1.260107817
1.186491713
1.285656836
1.261608579
1.314444444
1.218867925
0.980191083
0.81721831
0.731071429
1.321586207
1.316958525
1.311175373
1.297127273
1.281219081
0.86441989
1.471239092
1.312590909
1.265671296
1.31739819
1.333227991
1.341776557
1.275617978
1.252457467
1.242339181
1.356029144
1.265259516
0.862778731
0.817655172
1.487076125
1.453344828
1.371479524
1.527546934
1.536783042
1.54289916
1.502408759
1.391491713
1.33076075
1.358672287
1.157384988
1.584932362
1.585962733
1.540645833
1.239712838
1.468636364
1.452279874
1.406885246
1.35947121
0.989502924
1.537527812
1.499851301
1.456655844
1.455382956
1.414794372
1.359808853
0.964254808
0.942959805
1.619009688
1.568890086
1.568490909
1.574227106
1.547356406
1.412706078
1.176061135
1.140726159
1.628425254
1.596201607
1.413568075
0.916671429
1.489406151
1.475522703
1.417781316
1.607251586
1.4939819
1.462031107
1.455328947
1.398061224
0.964839378
0.907338205
1.616075608
1.611463415
1.591435018
1.5910279
1.551578171
1.5317465
1.195080304
1.016358079
0.945838509
1.643856305
1.627819293
1.54564538
1.528661685
1.286664402
1.196453804
1.662099185
1.489206448
1.691239718
1.516211055
1.493065327
1.444672709
1.415438413
1.358942116
1.176888388
1.097497062
0.958656174
1.61006993
1.491247166
1.382980849
1.642454743
1.643125
1.636063676
1.546553825
0.942411674
1.683618023
1.667965902
1.597811946
1.547339988
1.531800472
1.229251744
0.974565657
0.952860999
1.703170875
1.661768473
1.595103858
1.447948024
1.194643908
1.714751462
1.591296625
1.574132084
1.546985261
1.028269335
1.495333333
1.513327444
1.698381948
1.515045767
